Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string
José Eugenio Díaz Castro,José Eugenio Díaz Castro,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Diaz%20Castro.jpg,Soacha,+1803-09-05T00:00:00Z,+1865-04-11T00:00:00Z,"Bich",,,,2917
José Eustsio Rivera,José Eustsio Rivera,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Joseeustaciorivera1.png,Rivera,+1888-02-19T00:00:00Z,+1928-12-02T00:00:00Z,,,"La Vorágine",,320
José Feliú y Codina,José Feliú y Codina,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Feli%C3%BA%20y%20Codina%2C%20de%20Compa%C3%B1y.jpg,Barcelona,+1845-06-11T00:00:00Z,+1897-05-02T00:00:00Z,,,,,44490
José Ferrater Mora,José Ferrater Mora,España,http://commons.wikimedia.org/wiki/Special:FilePath/Mora.jpg,Barcelona,+1912-10-30T00:00:00Z,+1991-01-30T00:00:00Z,,,,"Cruz de Sant Jordi, Premio Princesa de Asturias de Comunicación y Humanidades, Gran Cruz de la Orden Civil de Alfonso X el Sabio, doctor honoris causa por la Universidad Autónoma de Barcelona",12459
José Fiter e Inglés,José Fiter e Inglés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Fiter%20i%20Ingl%C3%A8s.jpg,Barcelona,+1857-11-25T00:00:00Z,+1915-06-16T00:00:00Z,,,,,35322
José Francés,José Francés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Franc%C3%A9s%201912.png,Madrid,+1883-07-22T00:00:00Z,+1964-09-10T00:00:00Z,,,"La vida artística - Una exposición de humoristas",,11493
José G. Moreno de Alba,José G. Moreno de Alba,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Moreno%20de%20Alba.jpg,Encarnación de Díaz,+1940-12-12T00:00:00Z,+2013-08-02T00:00:00Z,,,,"Premio Nacional de Ciencias y Artes",12042
José Gestoso y Pérez,José Gestoso y Pérez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9Gestoso.jpg,Sevilla,+1852-05-25T00:00:00Z,+1917-09-26T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso XII",72135
José Gutiérrez Solana,José Gutiérrez Solana,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Guti%C3%A9rrez%20Solana.jpg,Madrid,+1886-02-28T00:00:00Z,+1945-06-24T00:00:00Z,,"Expresionismo",,,7306
José Gálvez Barrenechea,José Gálvez Barrenechea,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20G%C3%A1lvez%20Barrenechea.jpg,Tarma,+1885-08-07T00:00:00Z,+1957-02-08T00:00:00Z,,,,,42170
José Gómez de Arteche,José Gómez de Arteche,España,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lbum%20de%20espa%C3%B1oles%20ilustres%20de%20principios%20del%20siglo%20XX-jos%C3%A9%20g%C3%B3mez%20arteche.jpg,Carabanchel Alto,+1821-03-13T00:00:00Z,+1906-01-26T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso XII",7951
José Hernández,José Hernández,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Hern%C3%A1ndez%20Argentino.jpg,San Martín (Buenos Aires),+1834-11-10T00:00:00Z,+1886-10-21T00:00:00Z,"Literatura gauchesca",,"La vuelta de Martín Fierro",,299
José Hierro,José Hierro,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Hierro-SSReyes.jpg,Madrid,+1922-04-03T00:00:00Z,+2002-12-20T00:00:00Z,"Poesía",,,"Premio Miguel de Cervantes, Premio Nacional de Poesía, Premio Princesa de Asturias de las Letras, Premio Adonáis de Poesía",5026
José Iglesias de la Casa,José Iglesias de la Casa,España,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20prieto-Retrato%20de%20Jos%C3%A9%20Iglesias%20de%20la%20Casa.jpg,Salamanca,+1748-10-31T00:00:00Z,+1791-08-26T00:00:00Z,"Poesía",,,,880
José Ignacio Garmendia,José Ignacio Garmendia,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Ignacio%20Garmendia%20-%20Imagen.jpg,Buenos Aires,+1841-03-19T00:00:00Z,+1925-06-11T00:00:00Z,,,,,70786
José Ingenieros,José Ingenieros,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/JoseIngenieros001.JPG,Palermo,+1877-04-24T00:00:00Z,+1925-10-31T00:00:00Z,,,,,13054
José Jackson Veyán,José Jackson Veyán,España,http://commons.wikimedia.org/wiki/Special:FilePath/1884-03-16%2C%20Madrid%20C%C3%B3mico%2C%20de%20Cilla%2C%20Jos%C3%A9%20Jackson%20Vey%C3%A1n%20%28cropped%29.jpg,Cádiz,+1852-07-06T00:00:00Z,+1935-05-31T00:00:00Z,"Poesía, Teatro",,,,7249
José Jiménez Lozano,José Jiménez Lozano,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Jim%C3%A9nez%20Lozano.jpg,Langa,+1930-05-13T00:00:00Z,+2020-03-09T00:00:00Z,"Poesía, Novela, Ensayo",,,"Premio Miguel de Cervantes, Medalla Pro Ecclesia et Pontifice, Premio Nacional de las Letras Españolas, Premio de la Crítica de narrativa castellana, Medalla de Oro al Mérito en las Bellas Artes, Premio Castilla y León de las Letras, Premio Nacional de Periodismo ""Miguel Delibes",7325
José Joaquín Fernández de Lizardi,José Joaquín Fernández de Lizardi,México,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Fern%C3%A1ndez%20de%20Lizardi.png,Ciudad de México,+1776-11-15T00:00:00Z,+1827-06-21T00:00:00Z,,,"El Periquillo Sarniento",,124
José Joaquín Pesado,José Joaquín Pesado,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Joaqu%C3%ADn%20Pesado%20%281886%29.jpg,Palmar de Bravo,+1801-02-09T00:00:00Z,+1861-03-03T00:00:00Z,,,,,792
José Juan Tablada,José Juan Tablada,México,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Jos%C3%A9%20Tablada.jpg,Ciudad de México,+1871-04-03T00:00:00Z,+1945-08-02T00:00:00Z,,,,,10181
José Jurado de la Parra,José Jurado de la Parra,España,http://commons.wikimedia.org/wiki/Special:FilePath/J%20Jurado%20de%20la%20Parra.jpg,Baeza,+1856-02-08T00:00:00Z,+1943-07-21T00:00:00Z,"Poesía, Dramaturgia",,,,34878
José Justo Gómez de la Cortina,José Justo Gómez de la Cortina,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Justo%20Gomez%20de%20la%20Cortina%2C%20III%20Conde%20de%20la%20Cortina%20%281799-1860%29.jpg,Ciudad de México,+1799-08-09T00:00:00Z,+1860-01-06T00:00:00Z,,,,,35545
José Lezama Lima,José Lezama Lima,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Lezama%20lima.jpg,La Habana,+1910-12-19T00:00:00Z,+1976-08-09T00:00:00Z,"Poesía",,"Paradiso",,6441
José León Pagano,José León Pagano,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Le%C3%B3n%20Pagano.jpg,Buenos Aires,+1875-01-01T00:00:00Z,+1964-01-01T00:00:00Z,,,,,82647
José Luis López Aranguren,José Luis López Aranguren,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Luis%20L%C3%B3pez%20Aranguren.jpg,Ávila,+1909-06-09T00:00:00Z,+1996-04-17T00:00:00Z,,,,"Cruz de Sant Jordi, Gran Cruz de la Orden Civil de Alfonso X el Sabio, doctor honoris causa por la Universidad de Santiago de Compostela",10468
José Luis Pons y Gallarza,José Luis Pons y Gallarza,España,http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Llu%C3%ADs%20Pons%20i%20Gallarza.jpg,San Andrés de Palomar,+1823-08-24T00:00:00Z,+1894-08-22T00:00:00Z,,,,"Mestre en Gay Saber",7708
José Luis Tejada,José Luis Tejada,España,http://commons.wikimedia.org/wiki/Special:FilePath/Poeta-tejada.jpg,El Puerto de Santa María,+1927-08-04T00:00:00Z,+1988-05-11T00:00:00Z,"Poesía","Generación del 50",,,15288
José López Pinillos,José López Pinillos,España,http://commons.wikimedia.org/wiki/Special:FilePath/1917%2C%20Hombres%2C%20hombrecillos%20y%20animales%2C%20Jos%C3%A9%20L%C3%B3pez%20Pinillos.jpg,Sevilla,+1875-06-02T00:00:00Z,+1922-05-12T00:00:00Z,"Dramaturgia",,,,5718
José López Portillo y Rojas,José López Portillo y Rojas,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20lopez%20portillo%20y%20rojas.jpg,Guadalajara,+1850-05-26T00:00:00Z,+1923-05-22T00:00:00Z,,,,,36651
José López Prudencio,José López Prudencio,España,http://commons.wikimedia.org/wiki/Special:FilePath/Prudencio.jpg,Badajoz,+1870-01-01T00:00:00Z,+1949-09-01T00:00:00Z,,,,,56274
José López Silva,José López Silva,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20L%C3%B3pez%20Silva.JPG,Madrid,+1861-01-01T00:00:00Z,+1925-01-01T00:00:00Z,"Poesía, Dramaturgia",,,,597
José Manterola,José Manterola,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Manterola%20idazlea.jpg,San Sebastián,+1849-03-23T00:00:00Z,+1884-02-29T00:00:00Z,,"Euskal Pizkundea",,,75164
José Manuel Estrada,José Manuel Estrada,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Manuel%20Estrada.jpg,Buenos Aires,+1842-07-13T00:00:00Z,+1894-09-17T00:00:00Z,,,,,36762
José Martí,José Martí,España,http://commons.wikimedia.org/wiki/Special:FilePath/MartiJohnManuel%20K%20TRestauration.jpg,La Habana,+1853-01-28T00:00:00Z,+1895-05-19T00:00:00Z,"Poesía, Teatro, Ensayo",,,,274
José Martínez Tornel,José Martínez Tornel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mart%C3%ADnez%20Tornel.jpg,Murcia,+1845-09-05T00:00:00Z,+1916-05-11T00:00:00Z,"Poesía",,,,12683
"José María Blanco Crespo ""Blanco White","José María Blanco Crespo ""Blanco White",España,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Blanco%20White%20NPG.jpg,Sevilla,+1776-07-11T00:00:00Z,+1841-05-20T00:00:00Z,"Poesía",,,,38
José María Díaz,José María Díaz,España,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20poetas%20contempor%C3%A1neos.jpg,Caracas,+1813-07-01T00:00:00Z,+1888-11-13T00:00:00Z,,"Romanticismo",,,2532
José María Eguren,José María Eguren,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Eguren.jpg,Lima,+1874-07-08T00:00:00Z,+1942-04-19T00:00:00Z,,"Simbolismo",,,10211
José María Gabriel y Galán,José María Gabriel y Galán,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9-Mar%C3%ADa-Gabriel-y-Gal%C3%A1n.jpg,Frades de la Sierra,+1870-06-28T00:00:00Z,+1905-01-06T00:00:00Z,"Poesía",,,,231
José María Gutiérrez de Alba,José María Gutiérrez de Alba,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Jos%C3%A9%20Mar%C3%ADa%20Guti%C3%A9rrez%20de%20Alba.jpg,Alcalá de Guadaíra,+1822-02-02T00:00:00Z,+1897-01-27T00:00:00Z,,,,,571
José María Heredia,José María Heredia,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Maria%20Heredia.jpg,Santiago de Cuba,+1803-12-31T00:00:00Z,+1839-05-07T00:00:00Z,"Poesía",,,,333
José María Pemán,José María Pemán,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Pem%C3%A1n.png,Cádiz,+1897-05-08T00:00:00Z,+1981-07-19T00:00:00Z,"Poesía, Novela, Dramaturgia",,,"Gran Cruz de la Orden de Carlos III, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Hija Predilecta de la Provincia de Cádiz, Gran Cruz de la Orden El Sol del Perú, Collar de la Orden del Toisón de Oro, Gran Cruz del Mérito Aeronáutico, Caballero de la Orden de Montesa, premio Mariano de Cavia",2964
José María Quadrado,José María Quadrado,España,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20maura-Retrato%20de%20Jos%C3%A9%20Mar%C3%ADa%20Quadrado.jpg,Ciudadela,+1819-06-14T00:00:00Z,+1896-07-06T00:00:00Z,,"Romanticismo",,,1466
José María Torres Caicedo,José María Torres Caicedo,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Torres%20Caicedo.png,Bogotá,+1830-03-30T00:00:00Z,+1889-09-27T00:00:00Z,,,,,14097
José María Valverde,José María Valverde,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Maria%20Valverde.jpg,Valencia de Alcántara,+1926-01-26T00:00:00Z,+1996-06-06T00:00:00Z,"Poesía",,,"Cruz de Sant Jordi, Gran Cruz de la Orden Civil de Alfonso X el Sabio",9209
José María Vargas Vila,José María Vargas Vila,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Vargas%20Vila.jpg,Bogotá,+1860-07-23T00:00:00Z,+1933-05-23T00:00:00Z,"Narración",,,,10235
José María de Pereda,José María de Pereda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20de%20Pereda%2C%20de%20Zen%C3%B3n%20Quintana%2C%20La%20Esfera%2C%2011-03-1916.jpg,Santander,+1833-02-06T00:00:00Z,+1906-03-01T00:00:00Z,"Novela","Realismo literario","El sabor de la tierruca, Tipos y paisajes, Al primer vuelo","Gran Cruz de la Orden Civil de Alfonso XII",3
José Milla y Vidaurre,José Milla y Vidaurre,Guatemala,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Milla%20y%20Vidaurre.jpg,Ciudad de Guatemala,+1822-08-04T00:00:00Z,+1882-09-30T00:00:00Z,"Novela histórica",,,,3503
José Moreno Villa,José Moreno Villa,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Moreno%20Villa.jpg,Málaga,+1887-02-16T00:00:00Z,+1955-04-25T00:00:00Z,"Poesía",,,,2625
José Mármol,José Mármol,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20M%C3%A1rmol.png,Buenos Aires,+1817-12-02T00:00:00Z,+1871-08-09T00:00:00Z,,,,,39
José Navarro Cabanes,José Navarro Cabanes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Navarro%20Cabanes.jpg,Onteniente,+1875-01-01T00:00:00Z,+1929-01-01T00:00:00Z,,,"Apuntes bibliográficos de la prensa carlista",,68151
José Ortega Munilla,José Ortega Munilla,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Ortega%20Munilla.png,Cárdenas,+1856-10-26T00:00:00Z,+1922-12-30T00:00:00Z,"Novela",,,,14
José Ortega y Gasset,José Ortega y Gasset,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Ortega%20y%20Gasset.jpg,Madrid,+1883-05-09T00:00:00Z,+1955-10-18T00:00:00Z,,"Novecentismo",,"Medalla Goethe de la ciudad de Fráncfort",2962
José Pedroni,José Pedroni,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/JosePedroni.jpg,Gálvez,+1899-09-21T00:00:00Z,+1968-02-04T00:00:00Z,"Poesía",,,,36477
José Pellicer de Ossau Salas y Tovar,José Pellicer de Ossau Salas y Tovar,Reino de Aragón,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Pellicer%20de%20Ossau%20Salas%20y%20Tovar%20%28Biblioteca%20Nacional%20de%20Espa%C3%B1a%29.jpg,Zaragoza,+1602-04-26T00:00:00Z,+1679-12-16T00:00:00Z,"Historia, Poesía",,,,21766
José Peón Contreras,José Peón Contreras,México,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20de%20Jos%C3%A9%20Pe%C3%B3n%20Contreras%2C%20M%C3%A9rida%2C%20Yucat%C3%A1n%20%2801%29.JPG,Mérida,+1843-01-12T00:00:00Z,+1907-02-18T00:00:00Z,"Poesía",,,,679
José Rafael Pocaterra,José Rafael Pocaterra,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Rafael%20Pocaterra.jpg,Valencia,+1889-12-18T00:00:00Z,+1955-04-18T00:00:00Z,,,,,4271
José Ramón Mélida,José Ramón Mélida,España,http://commons.wikimedia.org/wiki/Special:FilePath/Museo%20Arqueol%C3%B3gico%20Nacional%20-%20FD00250%20-%20Jos%C3%A9%20Ram%C3%B3n%20M%C3%A9lida%20Alinari.jpg,Madrid,+1856-10-26T00:00:00Z,+1933-12-30T00:00:00Z,"Dramaturgia",,,"Gran Cruz de la Orden de Isabel la Católica",55156
José Rizal,José Rizal,Filipinas,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20rizal%2001.jpg,Calambá,+1861-06-19T00:00:00Z,+1896-12-30T00:00:00Z,,,"Mi último adiós",,678
José Rosas Moreno,José Rosas Moreno,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20rosas%20moreno.jpg,Lagos de Moreno,+1838-08-16T00:00:00Z,+1883-07-13T00:00:00Z,,,,,680
José Santos Chocano,José Santos Chocano,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Jchocano.jpg,Lima,+1875-05-14T00:00:00Z,+1934-12-13T00:00:00Z,,"Modernismo",,,10213
José Santos González Vera,José Santos González Vera,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Santos%20Gonz%C3%A1lez%20Vera.jpg,El Monte,+1897-09-17T00:00:00Z,+1970-02-27T00:00:00Z,,,,"Premio Nacional de Literatura",10284
José Selgas,José Selgas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20Selgas.jpg,Lorca,+1822-11-27T00:00:00Z,+1882-02-05T00:00:00Z,"Poesía, Prosa, Novela",,,,584
José Tomás de Cuéllar,José Tomás de Cuéllar,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Tom%C3%A1s%20de%20Cuellar.jpg,Ciudad de México,+1830-09-18T00:00:00Z,+1894-02-11T00:00:00Z,,,,,3301
José Torres Mena,José Torres Mena,España,http://commons.wikimedia.org/wiki/Special:FilePath/Torresmena.jpg,Casas-Ibáñez,+1822-10-16T00:00:00Z,+1879-09-29T00:00:00Z,,,,,74990
José Vasconcelos,José Vasconcelos,México,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20vasconcelos.jpg,Oaxaca,+1881-02-28T00:00:00Z,+1959-06-30T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso X el Sabio, doctorado honoris causa por la Universidad Nacional Autónoma de México",10191
José Victorino Lastarria,José Victorino Lastarria,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/J%20V%20Lastarria-2.jpg,Rancagua,+1817-03-23T00:00:00Z,+1888-06-14T00:00:00Z,,,,,14981
José Villaamil y Castro,José Villaamil y Castro,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9Villa-Amil.jpg,Madrid,+1838-11-12T00:00:00Z,+1910-09-27T00:00:00Z,,,,,35337
José Yxart,José Yxart,España,http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Yxart%20i%20de%20Moragas.jpg,Tarragona,+1852-09-10T00:00:00Z,+1895-05-25T00:00:00Z,,,,,1339
José Zorrilla,José Zorrilla,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20zorrilla.jpg,Valladolid,+1817-02-21T00:00:00Z,+1893-01-23T00:00:00Z,,,"Don Juan Tenorio",,8
José de Acosta,José de Acosta,España,http://commons.wikimedia.org/wiki/Special:FilePath/JoseDeAcosta.gif,Medina del Campo,+1540-01-01T00:00:00Z,+1600-02-15T00:00:00Z,,,,,38435
José de Castro y Orozco,José de Castro y Orozco,España,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Jos%C3%A9%20de%20Castro%20y%20Orozco.jpg,Granada,+1808-01-01T00:00:00Z,+1869-05-17T00:00:00Z,"Poesía, Dramaturgia","Romanticismo",,,2543
José de Espronceda,José de Espronceda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20Espronceda.jpg,Almendralejo,+1808-03-25T00:00:00Z,+1842-05-23T00:00:00Z,"Lírica","Romanticismo",,,134
José de Santiago y Gómez,José de Santiago y Gómez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Don%20Jos%C3%A9%20de%20Santiago%20y%20G%C3%B3mez%2C%20Historia%20de%20Vigo%20y%20su%20comarca%201896.jpg,Vigo,+1858-01-02T00:00:00Z,+1922-01-01T00:00:00Z,,,,,11429
José de Viera y Clavijo,José de Viera y Clavijo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fabregat-Retrato%20de%20Jos%C3%A9%20Viera%20y%20Clavijo.jpg,Los Realejos,+1731-12-28T00:00:00Z,+1813-02-21T00:00:00Z,"Poesía",,,,2550
José de la Cuadra,José de la Cuadra,Ecuador,http://commons.wikimedia.org/wiki/Special:FilePath/Portada%20del%20libro%20Obras%20Completas%20de%20Jos%C3%A9%20de%20la%20Cuadra%20-%20Tomo%20II.jpg,Guayaquil,+1903-09-03T00:00:00Z,+1941-02-02T00:00:00Z,"Novela, Ensayo, Cuento","Realismo literario","Los Sangurimas, La Tigra",,10248
José del Perojo,José del Perojo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20del%20Perojo%20y%20Figueras%2C%20de%20Nuevo%20Mundo.jpg,Santiago de Cuba,+1850-01-19T00:00:00Z,+1908-10-17T00:00:00Z,,,,,70841
José Ángel Valente,José Ángel Valente,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Valente.jpg,Orense,+1929-04-25T00:00:00Z,+2000-07-18T00:00:00Z,"Poesía","Generación del 50",,"Medalla Castelao, Premio Nacional de Poesía, Premio Princesa de Asturias de las Letras, Premio Adonáis de Poesía, doctor honoris causa por la Universidad de Salamanca, doctor honoris causa por la Universidad de Santiago de Compostela",11422
Juan Agustín Ceán Bermúdez,Juan Agustín Ceán Bermúdez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Juan%20Agust%C3%ADn%20Ce%C3%A1n%20Berm%C3%BAdez%20by%20Goya%20%28c.%201785%29.jpg,Gijón,+1749-09-17T00:00:00Z,+1829-12-03T00:00:00Z,,,,,61288
Juan Alonso de Baena,Juan Alonso de Baena,Corona de Castilla,http://commons.wikimedia.org/wiki/Special:FilePath/Baena%2001.JPG,Baena,+1375-01-01T00:00:00Z,+1435-01-01T00:00:00Z,"Poesía",,,,15655
Juan Andrés,Juan Andrés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Andr%C3%A9s%20%281740-1817%29.jpg,Planes,+1740-02-15T00:00:00Z,+1817-01-10T00:00:00Z,,,,,2676
Juan Antonio Mateos,Juan Antonio Mateos,México,http://commons.wikimedia.org/wiki/Special:FilePath/JuanAMateostombDoloresDF.JPG,Ciudad de México,+1831-07-24T00:00:00Z,+1913-12-29T00:00:00Z,,,,,681
Juan Antonio Pérez Bonalde,Juan Antonio Pérez Bonalde,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Perez%20Bonalde%2C%20Juan%20Antonio.jpg,Caracas,+1846-01-30T00:00:00Z,+1892-10-04T00:00:00Z,,,"Vuelta a la Patria",,37039
Juan Antonio Zunzunegui,Juan Antonio Zunzunegui,España,http://commons.wikimedia.org/wiki/Special:FilePath/Portugalete%20Juan%20Antonio%20de%20Zunzunegui.jpg,Portugalete,+1900-12-21T00:00:00Z,+1982-05-31T00:00:00Z,"Novela",,,"Premio Fastenrath",71471
Juan Arolas Bonet,Juan Arolas Bonet,España,http://commons.wikimedia.org/wiki/Special:FilePath/Blasco-Retrato%20de%20Juan%20Arolas.jpg,Barcelona,+1805-06-20T00:00:00Z,+1849-11-25T00:00:00Z,,"Romanticismo",,,553
Juan Bassegoda,Juan Bassegoda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Reial%20C%C3%A0tedra%20Gaud%C3%AD.JPG,Barcelona,+1930-02-09T00:00:00Z,+2012-07-30T00:00:00Z,,,,,11476
Juan Bautista Alberdi,Juan Bautista Alberdi,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Bautista%20Alberdi.jpg,San Miguel de Tucumán,+1810-08-29T00:00:00Z,+1884-06-19T00:00:00Z,,,"Bases y puntos de partida para la organización política de la República Argentina",,2852
Juan Bautista Arriaza,Juan Bautista Arriaza,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Bautista%20Arriaza.JPG,Madrid,+1770-02-27T00:00:00Z,+1837-01-22T00:00:00Z,"Poesía",,,,18773
Juan Bosch,Juan Bosch,República Dominicana,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Bosch%20%281963%29.jpg,La Vega,+1909-06-30T00:00:00Z,+2001-11-01T00:00:00Z,,,,"Orden al Mérito de Duarte, Sánchez y Mella, Orden Nacional José Martí, Orden Heráldica de Cristóbal Colón",73790
Juan Caramuel,Juan Caramuel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Auroux-Retrato%20de%20Juan%20Caramuel%20de%20Lobkowitz.jpg,Madrid,+1606-05-06T00:00:00Z,+1682-09-07T00:00:00Z,,,,,71008
Juan Clemente Zenea,Juan Clemente Zenea,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Clemente%20Zenea%20y%20Fornaris.jpg,Bayamo,+1832-02-24T00:00:00Z,+1871-01-01T00:00:00Z,,,,,70388
Juan Cruz Varela,Juan Cruz Varela,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Vida%20de%20argentinos%20ilustres%20-%20Clemente%20Leoncio%20Fregeiro%20%28page%20123%20crop%29.jpg,Buenos Aires,+1794-11-23T00:00:00Z,+1839-06-23T00:00:00Z,,,,,261
Juan David García Bacca,Juan David García Bacca,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20David%20Garc%C3%ADa%20Bacca.jpg,Pamplona,+1901-06-26T00:00:00Z,+1992-08-05T00:00:00Z,,,,"Premio Nacional de Humanidades de Venezuela, Premio Nacional de Literatura de Venezuela, doctor honoris causa, Gran Cruz de la Orden de Isabel la Católica",2617
Juan Donoso Cortés,Juan Donoso Cortés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Donoso%20Cort%C3%A9s%2C%20por%20Federico%20Madrazo.jpg,Valle de la Serena,+1809-05-06T00:00:00Z,+1853-05-03T00:00:00Z,,,,"Legión de Honor",71714
Juan Díaz Covarrubias,Juan Díaz Covarrubias,México,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20D%C3%ADaz%20Covarrubias.jpg,Xalapa-Enríquez,+1837-12-27T00:00:00Z,+1859-04-11T00:00:00Z,,,,,3704
Juan Escóiquiz,Juan Escóiquiz,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20madrazo-Retrato%20de%20Juan%20Escoiquiz.jpg,Ocaña,+1762-01-01T00:00:00Z,+1820-11-27T00:00:00Z,,,,"Gran Cruz de la Orden de Carlos III",18678
