Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string
Juan Eugenio Hartzenbusch,Juan Eugenio Hartzenbusch,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Eugenio%20Hartzenbusch%20%28Museo%20de%20Zaragoza%29.jpg,Madrid,+1806-09-06T00:00:00Z,+1880-08-02T00:00:00Z,"Teatro","Romanticismo",,,249
Juan Eusebio Nieremberg,Juan Eusebio Nieremberg,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Eusebio%20Nieremberg.jpg,Madrid,+1595-09-09T00:00:00Z,+1658-04-07T00:00:00Z,,,,,14540
Juan Federico Muntadas,Juan Federico Muntadas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Federico.jpg,Barcelona,+1826-01-01T00:00:00Z,+1912-01-01T00:00:00Z,,,,,2700
Juan Francisco Andrés de Uztarroz,Juan Francisco Andrés de Uztarroz,Reino de Aragón,http://commons.wikimedia.org/wiki/Special:FilePath/Frontispicio%20de%20los%20Anales%20de%20la%20Corona%20y%20Reino%20de%20Arag%C3%B3n%20de%20Uztarroz.jpg,Zaragoza,+1606-01-01T00:00:00Z,+1653-01-01T00:00:00Z,,,,,21680
Juan Francisco de Montemayor Córdoba y Cuenca,Juan Francisco de Montemayor Córdoba y Cuenca,España,http://commons.wikimedia.org/wiki/Special:FilePath/Cuenca%2C%20Juan%20Francisco%20de%20%E2%80%93%20Ad%20comandae%20siue%20depositi%20instrumentum%20scholium%2C%201644%20%E2%80%93%20BEIC%2014166822.jpg,Laluenga,+1618-01-01T00:00:00Z,+1685-08-21T00:00:00Z,,,,,74849
Juan García Ponce,Juan García Ponce,México,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Garc%C3%ADa%20Ponce%2C%201981.jpg,Mérida,+1932-09-22T00:00:00Z,+2003-12-27T00:00:00Z,,,,"Premio Nacional de Ciencias y Artes, Premio Xavier Villaurrutia, Beca Guggenheim, Premio FIL de Literatura en Lenguas Romances",2954
Juan Gelman,Juan Gelman,Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gelman%20-presidenciagovar-%2031JUL07.jpg,Buenos Aires,+1930-05-03T00:00:00Z,+2014-01-14T00:00:00Z,"Poesía",,,"Premio Miguel de Cervantes, Beca Guggenheim, Premio FIL de Literatura en Lenguas Romances, Premio Reina Sofía de Poesía Iberoamericana, Premio José Lezama Lima",30816
Juan Ginés de Sepúlveda,Juan Ginés de Sepúlveda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gin%C3%A9s%20de%20Sep%C3%BAlveda.jpg,Pozoblanco,+1490-01-01T00:00:00Z,+1573-12-17T00:00:00Z,,,,,19829
Juan Goytisolo Gay,Juan Goytisolo Gay,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan-goytisolo.jpg,Barcelona,+1931-01-06T00:00:00Z,+2017-06-04T00:00:00Z,"Novela, Ensayo","Generación del 50","Reivindicación del conde don Julián","Premio Miguel de Cervantes, Premio Nelly Sachs, Premio FIL de Literatura en Lenguas Romances, Premio Nacional de las Letras Españolas, Premio Formentor de las Letras, Medalla de Andalucía",13607
Juan Guzmán Cruchaga,Juan Guzmán Cruchaga,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Guzm%C3%A1n%20Cruchaga%20-%20MINREL.jpg,Santiago,+1895-03-27T00:00:00Z,+1979-07-21T00:00:00Z,"Poesía",,,"Premio Nacional de Literatura",2822
Juan Ignacio Luca de Tena,Juan Ignacio Luca de Tena,España,http://commons.wikimedia.org/wiki/Special:FilePath/J.%20Ignacio%20Luca%20de%20Tena%20%28Tovar%2C%201919%29%20%28cropped%29.JPG,Madrid,+1897-10-23T00:00:00Z,+1975-01-11T00:00:00Z,"Dramaturgia",,,"Gran Cruz de la Orden de Isabel la Católica",57791
Juan José Arreola,Juan José Arreola,México,http://commons.wikimedia.org/wiki/Special:FilePath/JUAN%20JOSE%20ARREOLA%20%2813451627804%29.jpg,cuidad sin trabajo,+1918-09-21T00:00:00Z,+2001-12-03T00:00:00Z,,,"La feria","Premio Nacional de Ciencias y Artes, Premio Xavier Villaurrutia, Premio FIL de Literatura en Lenguas Romances",10099
Juan José Cuadros Pérez,Juan José Cuadros Pérez,España,http://commons.wikimedia.org/wiki/Special:FilePath/JuanJoseCuadros-r.jpg,Palencia,+1926-10-09T00:00:00Z,+1990-05-27T00:00:00Z,"Poesía","Generación del 50",,,34130
Juan José Hernández Arregui,Juan José Hernández Arregui,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Hern%C3%A1ndez%20Arregui.jpg,Pergamino,+1913-09-29T00:00:00Z,+1974-09-22T00:00:00Z,,,,,36891
Juan José Saer,Juan José Saer,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Jos%C3%A9%20Saer.jpg,Serodino,+1937-06-28T00:00:00Z,+2005-06-10T00:00:00Z,"Novela",,,"Premio Nadal",8469
Juan León Mera,Juan León Mera,Ruso,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Le%C3%B3n%20Mera%20%281870%29.jpg,Ambato,+1832-07-10T00:00:00Z,+1894-12-25T00:00:00Z,,,"Cumandá",,238
Juan Marinello Vidaurreta,Juan Marinello Vidaurreta,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Marinello%20Vidaurreta.jpg,Ranchuelo,+1898-11-02T00:00:00Z,+1977-03-27T00:00:00Z,,,,"Orden de la Revolución de Octubre",74530
Juan Martínez Villergas,Juan Martínez Villergas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Mart%C3%ADnez%20Villergas.JPG,Gomeznarro,+1817-03-08T00:00:00Z,+1894-05-08T00:00:00Z,"Poesía","Romanticismo",,,3220
Juan María Gutiérrez,Juan María Gutiérrez,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/JuanMariaGutierrez.JPG,Buenos Aires,+1809-05-06T00:00:00Z,+1878-02-26T00:00:00Z,,,,,2696
Juan Meléndez Valdés,Juan Meléndez Valdés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Mel%C3%A9ndez%20Vald%C3%A9s%20por%20Francisco%20de%20Goya.jpg,Ribera del Fresno,+1754-03-11T00:00:00Z,+1817-05-24T00:00:00Z,"Poesía",,,,638
Juan Montalvo,Juan Montalvo,Ecuador,http://commons.wikimedia.org/wiki/Special:FilePath/Jmontalvo.jpg,Ambato,+1832-04-13T00:00:00Z,+1889-01-17T00:00:00Z,,,,,51
Juan Nicasio Gallego,Juan Nicasio Gallego,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Nicasio%20Gallego.jpg,Zamora,+1777-12-14T00:00:00Z,+1853-01-09T00:00:00Z,"Poesía",,,,371
Juan Nicolás Böhl de Faber,Juan Nicolás Böhl de Faber,Alemania,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Nikolaus%20B%C3%B6hl%20von%20Faber.jpg,Hamburgo,+1770-12-09T00:00:00Z,+1836-11-09T00:00:00Z,,"Romanticismo",,,11151
Juan Orts Román,Juan Orts Román,España,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20Juan%20Orts%20Elche.JPG,Elche,+1898-09-22T00:00:00Z,+1958-06-18T00:00:00Z,,,,,68645
Juan Pablo Vizcardo y Guzmán,Juan Pablo Vizcardo y Guzmán,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Pablo%20Viscardo%20y%20Guzm%C3%A1n.jpg,Distrito de Pampacolca,+1748-06-26T00:00:00Z,+1798-02-10T00:00:00Z,,,,,39932
Juan Pérez de Montalbán,Juan Pérez de Montalbán,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20P%C3%A9rez%20de%20Montalb%C3%A1n.jpg,Madrid,+1602-01-01T00:00:00Z,+1638-06-25T00:00:00Z,,,,,53
Juan Pérez de Moya,Juan Pérez de Moya,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Perez%20de%20Moya.png,Santisteban del Puerto,+1514-01-01T00:00:00Z,+1597-01-01T00:00:00Z,,,,,59965
Juan Ramis y Ramis,Juan Ramis y Ramis,España,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Ramis.jpg,Mahón,+1746-01-01T00:00:00Z,+1819-01-01T00:00:00Z,,,,,1419
Juan Ramón Molina,Juan Ramón Molina,Honduras,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Ram%C3%B3n%20Molina.png,Comayagüela,+1875-04-17T00:00:00Z,+1908-11-02T00:00:00Z,,,,,57859
Juan Rico y Amat,Juan Rico y Amat,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ricoyamat.jpg,Elda,+1821-08-29T00:00:00Z,+1870-11-19T00:00:00Z,,"Romanticismo",,"Encomienda de la Orden de Isabel la Católica",71718
Juan Rodolfo Wilcock,Juan Rodolfo Wilcock,Italia,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Rodolfo%20Wilcock.jpg,Buenos Aires,+1919-04-17T00:00:00Z,+1978-03-16T00:00:00Z,"Poesía, Novela, Cuento, Crítica literaria",,,,39960
Juan Rof Carballo,Juan Rof Carballo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Rof%20Carballo.jpg,Lugo,+1905-06-11T00:00:00Z,+1994-10-11T00:00:00Z,,,,"Medalla Castelao",37529
Juan Rufo,Juan Rufo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Juan%20Rufo%20Gutierrez.jpg,Córdoba,+1547-01-01T00:00:00Z,+1620-01-01T00:00:00Z,,,,,31023
Juan Rulfo,Juan Rulfo,México,http://commons.wikimedia.org/wiki/Special:FilePath/Rulfo%20por%20Lyon.jpg,San Gabriel,+1917-05-16T00:00:00Z,+1986-01-07T00:00:00Z,,,"El Llano en llamas, Pedro Páramo","Premio Nacional de Ciencias y Artes, Premio Xavier Villaurrutia, Premio Alfaguara de Novela, Premio Princesa de Asturias de las Letras",2966
Juan Valera,Juan Valera,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Valera.jpg,Cabra,+1824-10-18T00:00:00Z,+1905-01-01T00:00:00Z,"Novela",,,"Encomienda de la Orden de Isabel la Católica, Gran Cruz de la Orden de Carlos III, Gran Cruz de la Orden Civil de Alfonso XII",34
Juan Vázquez de Mella,Juan Vázquez de Mella,España,http://commons.wikimedia.org/wiki/Special:FilePath/Vazquez-mella.jpg,Cangas de Onís,+1861-06-08T00:00:00Z,+1928-02-26T00:00:00Z,,,,,74895
Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/JuanZorrillaDeSanMartin.jpg,Montevideo,+1855-12-28T00:00:00Z,+1931-11-03T00:00:00Z,"Poesía",,,"Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden de Carlos III",13027
Juan de Arguijo,Juan de Arguijo,España,http://commons.wikimedia.org/wiki/Special:FilePath/La%20sevilla%20del%20sigloXVI.jpg,Sevilla,+1567-01-01T00:00:00Z,+1622-08-07T00:00:00Z,"Poesía",,,,129
Juan de Dios Peza,Juan de Dios Peza,México,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Dios%20Peza%202.jpg,Ciudad de México,+1852-06-29T00:00:00Z,+1910-03-16T00:00:00Z,,,,,70367
Juan de Dios de la Rada,Juan de Dios de la Rada,España,http://commons.wikimedia.org/wiki/Special:FilePath/Museo%20Arqueol%C3%B3gico%20Nacional%20-%20FD01108%20-%20Juan%20de%20Dios%20de%20la%20Rada.jpg,Almería,+1827-08-13T00:00:00Z,+1901-07-03T00:00:00Z,,,,"Gran Cruz de la Orden de Isabel la Católica, Cruz  de la Orden Española de Carlos III",7657
Juan de Iriarte,Juan de Iriarte,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Iriarte.jpg,Puerto de la Cruz,+1702-12-15T00:00:00Z,+1771-08-23T00:00:00Z,,,,,31028
Juan de Mal Lara,Juan de Mal Lara,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Juan%20de%20Mal%20Lara.jpg,Sevilla,+1524-01-01T00:00:00Z,+1571-01-01T00:00:00Z,,"Renacimiento",,,69528
Juan de Mena,Juan de Mena,Española,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Mena%20%28detalle%20solo%29.jpg,Córdoba,+1411-01-01T00:00:00Z,+1456-01-01T00:00:00Z,"Poesía",,,,506
Juan de Pablo Bonet,Juan de Pablo Bonet,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Pablo%20Bonet.jpg,El Castellar,+1579-01-01T00:00:00Z,+1633-01-01T00:00:00Z,,,,,4927
Juan de Timoneda,Juan de Timoneda,España,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Sobremesa%20y%20Alivio%20de%20caminantes%20de%20Joan%20Timoneda%20%281569%29%20%28page%209%20crop%29.jpg,Valencia,+1490-01-01T00:00:00Z,+1583-01-01T00:00:00Z,,,,,73
Juan de Torquemada,Juan de Torquemada,Corona de Castilla,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Torquemada.jpg,Valladolid,+1388-01-01T00:00:00Z,+1468-10-05T00:00:00Z,,,,,62727
Juan de Valdés,Juan de Valdés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Vald%C3%A9s%20%281505-1541%29.jpg,Cuenca,+1505-01-01T00:00:00Z,+1541-01-01T00:00:00Z,,,,,20
Juan de la Cueva de Garoza,Juan de la Cueva de Garoza,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20la%20Cueva%20%281543-1612%29.jpg,Sevilla,+1543-11-02T00:00:00Z,+1612-10-01T00:00:00Z,"Poesía, Teatro",,,,256
Juan de la Pezuela,Juan de la Pezuela,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Juan%20de%20la%20Pezuela.jpg,Lima,+1809-01-01T00:00:00Z,+1906-11-01T00:00:00Z,"Poesía, Teatro",,,"Gran Cruz de la Orden de San Hermenegildo",1052
Juan de Ávila,Juan de Ávila,España,http://commons.wikimedia.org/wiki/Special:FilePath/Attributed%20to%20el%20Greco%20-%20Portrait%20of%20Juan%20de%20%C3%81vila%20-%20Google%20Art%20Project.jpg,Almodóvar del Campo,+1499-01-15T00:00:00Z,+1569-05-20T00:00:00Z,,,,,69449
Juan del Encina,Juan del Encina,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20del%20Enzina%20Le%C3%B3n%20%28cropped%29.JPG,provincia de Salamanca,+1468-07-12T00:00:00Z,+1529-01-01T00:00:00Z,,,,,266
Juana Borrero,Juana Borrero,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Juana%20Borrero.jpg,La Habana,+1877-05-17T00:00:00Z,+1896-03-09T00:00:00Z,,,,,2159
Juana Manso,Juana Manso,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Juana%20Paula%20Manso%20de%20Noronha.jpg,Buenos Aires,+1819-06-26T00:00:00Z,+1875-04-24T00:00:00Z,,,,,2841
Juana de Ibarbourou,Juana de Ibarbourou,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Juana%20de%20Ibarbourou%20from%20Estampas%20de%20la%20Biblia.jpg,Melo,+1892-03-08T00:00:00Z,+1979-07-15T00:00:00Z,"Poesía, Poesía Lírica",,,"Orden de la Cruz del Sur, Orden El Sol del Perú",13039
Juana de Vega,Juana de Vega,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juana%20de%20Vega.jpg,La Coruña,+1805-03-07T00:00:00Z,+1872-06-22T00:00:00Z,,,,,73650
Julio Camba,Julio Camba,España,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Camba.png,Villanueva de Arosa,+1884-12-16T00:00:00Z,+1962-02-28T00:00:00Z,"Novela",,,"premio Mariano de Cavia",41346
Julio Cejador y Frauca,Julio Cejador y Frauca,España,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20de%20Julio%20Cejador%20en%20la%20necrol%C3%B3gica%20aparecida%20en%20La%20Esfera%20%28cropped%29.jpg,Zaragoza,+1864-01-07T00:00:00Z,+1927-01-01T00:00:00Z,,,,,2126
Julio Cortázar,Julio Cortázar,Francia,http://commons.wikimedia.org/wiki/Special:FilePath/Cort%C3%A1zar.jpg,Ixelles,+1914-08-26T00:00:00Z,+1984-02-12T00:00:00Z,"Poesía, Realismo mágico","Surrealismo","Rayuela","Premio Médicis extranjero",2951
Julio Herrera y Reissig,Julio Herrera y Reissig,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Herrera%20y%20Reissig.jpg,Montevideo,+1875-01-09T00:00:00Z,+1910-03-09T00:00:00Z,"Poesía, Ensayo",,,,660
Julio Nombela,Julio Nombela,España,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Nombela.png,Madrid,+1836-11-01T00:00:00Z,+1919-01-01T00:00:00Z,"Dramaturgia",,,,10894
Julio Ramón Ribeyro,Julio Ramón Ribeyro,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Don%20Julio%20Ram%C3%B3n%20Ribeyro%20%28cropped%29.jpg,Lima,+1929-08-31T00:00:00Z,+1994-12-04T00:00:00Z,"Novela",,,"Premio FIL de Literatura en Lenguas Romances, Gran Cruz de la Orden El Sol del Perú",30858
Julio Rey Pastor,Julio Rey Pastor,España,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Rey%20Pastor.png,Logroño,+1888-08-14T00:00:00Z,+1962-02-21T00:00:00Z,,,,"Orden de Alfonso X el Sabio, Gran Cruz de la Orden Civil de Alfonso X el Sabio",4847
Julio Álvarez del Vayo,Julio Álvarez del Vayo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Soldiers%20being%20rewarded%20after%20the%20Battle%20of%20the%20Ebro.jpg,Villaviciosa de Odón,+1891-02-09T00:00:00Z,+1975-03-03T00:00:00Z,,,,,83099
Julián Juderías,Julián Juderías,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juli%C3%A1n%20Juder%C3%ADas.jpg,Madrid,+1877-09-16T00:00:00Z,+1918-06-19T00:00:00Z,,,,,31447
Julián Marías,Julián Marías,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juli%C3%A1n%20Mar%C3%ADas.JPG,Valladolid,+1914-06-17T00:00:00Z,+2005-12-15T00:00:00Z,,,,"Premio Fastenrath, Premio Princesa de Asturias de Comunicación y Humanidades, Medalla de Oro al Mérito en las Bellas Artes, Premio Internacional Menéndez Pelayo, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Hijo Adoptivo de Soria, premio Mariano de Cavia",14858
Julián Sanz del Río,Julián Sanz del Río,España,http://commons.wikimedia.org/wiki/Special:FilePath/Pineda%20Mont%C3%B3n%2C%20Miguel%20%28Adra%2C%201828%20-%20Madrid%2C%201901%29.%20Retrato%20de%20Juli%C3%A1n%20Sanz%20del%20R%C3%ADo%20ca.1860.jpg,Torrearévalo,+1814-03-10T00:00:00Z,+1869-10-12T00:00:00Z,,,,,1185
Julián del Casal,Julián del Casal,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20del%20casal.jpg,La Habana,+1863-11-07T00:00:00Z,+1893-10-21T00:00:00Z,"Poesía",,,,1033
Justo Pérez de Urbel,Justo Pérez de Urbel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fray%20Justo%20P%C3%A9rez%20de%20Urbel.png,Pedrosa de Río Urbel,+1895-08-07T00:00:00Z,+1979-01-01T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso X el Sabio",36351
Justo Sierra Méndez,Justo Sierra Méndez,México,http://commons.wikimedia.org/wiki/Special:FilePath/Justo%20Sierra.jpg,San Francisco de Campeche,+1848-01-26T00:00:00Z,+1912-09-13T00:00:00Z,,,,"doctorado honoris causa por la Universidad Nacional Autónoma de México",2473
Karl Popper,Karl Popper,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Popper.jpg,Viena,+1902-07-28T00:00:00Z,+1994-09-17T00:00:00Z,,"Liberalismo",,"Premio Internacional Cataluña, Condecoración Austriaca de las Ciencias y las Artes, Premio Kyoto, Medalla Goethe, premio del Doctor Leopold Lucas, Anillo de Honor de la ciudad de Viena, Gran Cruz del Mérito con Estrella y Cinto del Mérito de La República Federal de Alemania, Orden del Mérito de las Ciencias y las Artes, Medalla de Oro de Honor por Servicios a la República de Austria, Premio Montyon - premio literario, doctor honoris causa por la Universidad Complutense de Madrid",8705
Katie Boyle,Katie Boyle,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Katie%20Boyle.jpg,Florencia,+1926-05-29T00:00:00Z,+2018-03-20T00:00:00Z,,,,,14702
Kaulak,Kaulak,España,http://commons.wikimedia.org/wiki/Special:FilePath/Dalton%20Kaulak%2C%20autorretrato%20%28cropped%29.jpg,Madrid,+1862-01-01T00:00:00Z,+1933-01-01T00:00:00Z,"Retrato fotográfico",,,"Gran Cruz de la Orden de Isabel la Católica",93151
Klaus Mann,Klaus Mann,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Klaus%20Mann%201944.jpg,Múnich,+1906-11-18T00:00:00Z,+1949-05-21T00:00:00Z,"Autobiografía, Novela, Teatro, Cuento",,,,6744
Langston Hughes,Langston Hughes,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Langston%20Hughes%201936.jpg,Joplin,+1901-02-01T00:00:00Z,+1967-05-22T00:00:00Z,,"Renacimiento de Harlem",,"Beca Guggenheim",74518
Laureano Vallenilla Lanz,Laureano Vallenilla Lanz,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Laureano%20Vallenilla%20Lanz.jpg,Barcelona,+1870-11-11T00:00:00Z,+1936-11-16T00:00:00Z,,,,,74923
Laurence Sterne,Laurence Sterne,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Sterne%20by%20Sir%20Joshua%20Reynolds.jpg,Clonmel,+1713-11-24T00:00:00Z,+1768-03-18T00:00:00Z,,,"Viaje sentimental por Francia e Italia, Vida y opiniones del caballero Tristram Shandy",,9939
Lauro Olmo,Lauro Olmo,España,http://commons.wikimedia.org/wiki/Special:FilePath/2016.%20Imaxe%20de%20Lauro%20Olmo%20nunha%20r%C3%BAa%20do%20Barco%20de%20Valdeorras.%20Galiza%202.jpg,El Barco de Valdeorras,+1922-11-09T00:00:00Z,+1994-06-19T00:00:00Z,"Dramaturgia",,,"Premio Fastenrath",39916
Leandro Fernández de Moratín,Leandro Fernández de Moratín,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20-%20Retrato%20de%20Leandro%20Fern%C3%A1ndez%20Morat%C3%ADn%20-%20Google%20Art%20Project.jpg,Madrid,+1760-03-10T00:00:00Z,+1828-06-21T00:00:00Z,"Poesía","Neoclasicismo",,,63
Leonard Cohen,Leonard Cohen,Canadá,http://commons.wikimedia.org/wiki/Special:FilePath/Leonard%20Cohen%20concert%20of%20the%202008%20tour.jpg,Westmount,+1934-09-21T00:00:00Z,+2016-11-07T00:00:00Z,"Blues, Rock, Pop, Música folk, Folk rock, World music, Soft rock, Pop rock, Synth pop, Spoken word",,"Beautiful Losers, El juego favorito, Songs from a room, Various Positions, Old Ideas, The Future, aleluya","Premios Grammy, Salón de la Fama del Rock, Premios Princesa de Asturias, Paseo de la Fama del Canadá, Premio Grammy al álbum del año, Premio Grammy a la carrera artística, Salón de la Fama de los Compositores, Premio Princesa de Asturias de las Letras, Compañero de la Orden de Canadá, Gran Oficial de la Orden Nacional de Quebec, Premio Glenn Gould",74676
Leonardo Polo,Leonardo Polo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Polo.jpg,Madrid,+1926-02-01T00:00:00Z,+2013-02-09T00:00:00Z,,,,"doctor honoris causa",35816
Leopoldo Alas Mínguez,Leopoldo Alas Mínguez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Leopoldo%20Alas.jpg,Arnedo,+1962-09-04T00:00:00Z,+2008-08-01T00:00:00Z,"Poesía",,,,74119
Leopoldo Alas «Clarín»,Leopoldo Alas «Clarín»,España,http://commons.wikimedia.org/wiki/Special:FilePath/LeopoldoAlasClarin.jpg,Zamora,+1852-04-25T00:00:00Z,+1901-06-13T00:00:00Z,"Novela","Naturalismo, Realismo literario","La Regenta, Su único hijo","Juegos Florales",16
Leopoldo Augusto de Cueto,Leopoldo Augusto de Cueto,España,http://commons.wikimedia.org/wiki/Special:FilePath/Leopoldo%20Augusto%20de%20Cueto%2C%20nuevo%20acad%C3%A9mico%20de%20San%20Fernando.jpg,Cartagena,+1815-07-16T00:00:00Z,+1901-01-12T00:00:00Z,,"Romanticismo",,"Gran Cruz de la Orden de Isabel la Católica",12013
